DrugBank ID,Name,Drug Groups,SMILES,Formula,ChemSpider ID,Wikipedia ID
DB00248,Cabergoline,approved,[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@H](CN2CC=C)C(=O)N(CCCN(C)C)C(=O)NCC,C26H37N5O2,49452.0,Cabergoline
DB00249,Idoxuridine,approved; investigational,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(I)C(=O)NC1=O,C9H11IN2O5,5694.0,Idoxuridine
DB00250,Dapsone,approved; investigational,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,C12H12N2O2S,2849.0,Dapsone
DB00251,Terconazole,approved,CC(C)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1,C26H31Cl2N5O3,390122.0,Terconazole
DB00252,Phenytoin,approved; vet_approved,O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,C15H12N2O2,1710.0,Phenytoin
DB00253,Medrysone,approved,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,C22H32O3,216968.0,Medrysone
DB00254,Doxycycline,approved; investigational; vet_approved,[H][C@@]12[C@@H](C)C3=CC=CC(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O,C22H24N2O8,10469369.0,Doxycycline
DB00255,Diethylstilbestrol,approved; investigational,CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,C18H20O2,395306.0,Diethylstilbestrol
DB00256,Lymecycline,approved; investigational,[H][C@@]12C[C@@]3([H])C(C(=O)C4=C(O)C=CC=C4[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(=O)NCNCCCC[C@H](N)C(O)=O)=C(O)[C@H]2N(C)C,C29H38N4O10,20121315.0,Lymecycline
DB00257,Clotrimazole,approved; vet_approved,ClC1=CC=CC=C1C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1,C22H17ClN2,2710.0,Clotrimazole
DB00258,Calcium acetate,approved; investigational,[Ca++].CC([O-])=O.CC([O-])=O,C4H6CaO4,5890.0,Calcium_acetate
DB00259,Sulfanilamide,approved,NC1=CC=C(C=C1)S(N)(=O)=O,C6H8N2O2S,5142.0,Sulfanilamide
DB00260,Cycloserine,approved,N[C@@H]1CONC1=O,C3H6N2O2,5998.0,Cycloserine
DB00261,Anagrelide,approved,ClC1=CC=C2N=C3NC(=O)CN3CC2=C1Cl,C10H7Cl2N3O,2097.0,Anagrelide
DB00262,Carmustine,approved; investigational,ClCCNC(=O)N(CCCl)N=O,C5H9Cl2N3O2,2480.0,Carmustine
DB00263,Sulfisoxazole,approved; vet_approved,CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C,C11H13N3O3S,5151.0,Sulfafurazole
DB00264,Metoprolol,approved; investigational,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,C15H25NO3,4027.0,Metoprolol
DB00265,Crotamiton,approved,CCN(C(=O)C=CC)C1=CC=CC=C1C,C13H17NO,599515.0,Crotamiton
DB00266,Dicoumarol,approved,OC1=C(CC2=C(O)C3=C(OC2=O)C=CC=C3)C(=O)OC2=C1C=CC=C2,C19H12O6,10183330.0,Dicoumarol
DB00267,Cefmenoxime,approved,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,C16H17N9O5S3,7845223.0,Cefmenoxime
DB00268,Ropinirole,approved; investigational,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,C16H24N2O,4916.0,Ropinirole
DB00270,Isradipine,approved; investigational,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OC(C)C,C19H21N3O5,3652.0,Isradipine
DB00271,Diatrizoate,approved; vet_approved,CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I,C11H9I3N2O4,2055.0,Diatrizoate
DB00272,Betazole,approved,NCCC1=CC=NN1,C5H9N3,7455.0,Betazole
DB00273,Topiramate,approved,[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2,C12H21NO8S,4447672.0,Topiramate
DB00274,Cefmetazole,approved; investigational,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)CSCC#N)OC)C(O)=O,C15H17N7O5S3,38311.0,Cefmetazole
DB00275,Olmesartan,approved; investigational,CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(O)=O)C(C)(C)O,C24H26N6O3,139674.0,Olmesartan
DB00276,Amsacrine,approved; investigational,COC1=C(NC2=C3C=CC=CC3=NC3=CC=CC=C23)C=CC(NS(C)(=O)=O)=C1,C21H19N3O3S,2094.0,Amsacrine
DB00277,Theophylline,approved,CN1C2=C(NC=N2)C(=O)N(C)C1=O,C7H8N4O2,2068.0,Theophylline
DB00278,Argatroban,approved; investigational,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1=CC=CC2=C1NCC(C)C2,C23H36N6O5S,83702.0,Argatroban
DB00279,Liothyronine,approved; vet_approved,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,C15H12I3NO4,5707.0,Liothyronine
DB00280,Disopyramide,approved,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C,C21H29N3O,3002.0,Disopyramide
DB00281,Lidocaine,approved; vet_approved,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,C14H22N2O,3548.0,Lidocaine
DB00282,Pamidronic acid,approved,NCCC(O)(P(O)(O)=O)P(O)(O)=O,C3H11NO7P2,4512.0,Pamidronic_acid
DB00283,Clemastine,approved; investigational,CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,C21H26ClNO,25129.0,Clemastine
DB00284,Acarbose,approved; investigational,[H]C(=O)[C@H](O)[C@@H](O)[C@]([H])(O[C@@]1([H])O[C@H](CO)[C@@]([H])(O[C@H]2O[C@H](C)[C@@H](N[C@@]3([H])C=C(CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)CO,C25H43NO18,23264314.0,Acarbose
DB00285,Venlafaxine,approved,COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1,C17H27NO2,5454.0,Venlafaxine
DB00286,Conjugated estrogens,approved,,,9532.0,Conjugated_estrogens
DB00287,Travoprost,approved,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)COC1=CC=CC(=C1)C(F)(F)F,C26H35F3O6,4445407.0,Travoprost
DB00288,Amcinonide,approved,[H][C@@]12C[C@H]3OC4(CCCC4)O[C@@]3(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,C28H35FO7,392009.0,Amcinonide
DB00289,Atomoxetine,approved,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,C17H21NO,49516.0,Atomoxetine
DB00290,Bleomycin,approved; investigational,[H][C@](C)(NC(=O)[C@@]([H])(NC(=O)C1=NC(=NC(N)=C1C)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@]([H])(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)C1=CNC=N1)[C@@H](O)[C@H](C)C(=O)N[C@]([H])(C(=O)NCCC1=NC(=CS1)C1=NC(=CS1)C(=O)NCCC[S+](C)C)[C@@]([H])(C)O,C55H84N17O21S3,4514492.0,Bleomycin
DB00291,Chlorambucil,approved,OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl,C14H19Cl2NO2,2607.0,Chlorambucil
DB00292,Etomidate,approved,CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1,C14H16N2O2,580864.0,Etomidate
DB00293,Raltitrexed,approved; investigational,CN(CC1=CC2=C(NC(C)=NC2=O)C=C1)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,C21H22N4O6S,94568.0,Raltitrexed
DB00294,Etonogestrel,approved; investigational,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],C22H28O2,5292944.0,Etonogestrel
DB00295,Morphine,approved; investigational,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,C17H19NO3,4450907.0,Morphine
DB00296,Ropivacaine,approved,CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C,C17H26N2O,153165.0,Ropivacaine
DB00297,Bupivacaine,approved; investigational,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,C18H28N2O,2380.0,Bupivacaine
DB00298,Dapiprazole,approved,CC1=CC=CC=C1N1CCN(CCC2=NN=C3CCCCN23)CC1,C19H27N5,2298190.0,Dapiprazole
DB00299,Penciclovir,approved,NC1=NC(=O)C2=C(N1)N(CCC(CO)CO)C=N2,C10H15N5O3,4563.0,Penciclovir
DB00300,Tenofovir disoproxil,approved; investigational,[H][C@@](C)(CN1C=NC2=C(N)N=CN=C12)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C,C19H30N5O10P,4587262.0,Tenofovir_disoproxil
DB00301,Flucloxacillin,approved; investigational,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1F)C(O)=O,C19H17ClFN3O5S,20037.0,Flucloxacillin
DB00302,Tranexamic acid,approved,NC[C@H]1CC[C@@H](CC1)C(O)=O,C8H15NO2,10482000.0,Tranexamic_acid
DB00303,Ertapenem,approved; investigational,[H][C@]12[C@@H](C)C(S[C@]3([H])CN[C@@]([H])(C3)C(=O)NC3=CC=CC(=C3)C(O)=O)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O,C22H25N3O7S,132758.0,Ertapenem
DB00304,Desogestrel,approved,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H],C22H30O,37400.0,Desogestrel
DB00305,Mitomycin,approved,[H][C@]12CN3C4=C([C@@H](COC(N)=O)[C@@]3(OC)[C@@]1([H])N2)C(=O)C(N)=C(C)C4=O,C15H18N4O5,5544.0,Mitomycins
DB00306,Talbutal,approved; illicit,CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,C11H16N2O3,7976.0,Talbutal
DB00307,Bexarotene,approved; investigational,CC1=CC2=C(C=C1C(=C)C1=CC=C(C=C1)C(O)=O)C(C)(C)CCC2(C)C,C24H28O2,74139.0,Bexarotene
DB00308,Ibutilide,approved,CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,C20H36N2O3S,54755.0,Ibutilide
DB00309,Vindesine,approved; investigational,[H][C@@]12N3CC[C@@]11C4=CC(=C(OC)C=C4N(C)[C@@]1([H])[C@](O)([C@H](O)[C@]2(CC)C=CC3)C(N)=O)[C@]1(C[C@@]2([H])CN(C[C@](O)(CC)C2)CCC2=C1NC1=C2C=CC=C1)C(=O)OC,C43H55N5O7,9818189.0,Vindesine
DB00310,Chlorthalidone,approved,NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12,C14H11ClN2O4S,2631.0,Chlortalidone
DB00312,Pentobarbital,approved; investigational; vet_approved,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,C11H18N2O3,4575.0,Pentobarbital
DB00313,Valproic acid,approved; investigational,CCCC(CCC)C(O)=O,C8H16O2,3009.0,Valproate
DB00314,Capreomycin,approved,[H][C@@]1(CCN=C(N)N1)[C@]1([H])NC(=O)\C(NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC(=O)[C@H](C)NC(=O)[C@@H](N)CNC1=O)=C/NC(N)=O.[H][C@@]1(CCN=C(N)N1)[C@]1([H])NC(=O)\C(NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CNC1=O)=C/NC(N)=O,C50H88N28O15,2272094.0,Capreomycin
DB00315,Zolmitriptan,approved; investigational,CN(C)CCC1=CNC2=CC=C(C[C@H]3COC(=O)N3)C=C12,C16H21N3O2,54844.0,Zolmitriptan
DB00316,Acetaminophen,approved,CC(=O)NC1=CC=C(O)C=C1,C8H9NO2,1906.0,Paracetamol
DB00317,Gefitinib,approved; investigational,COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1,C22H24ClFN4O3,110217.0,Gefitinib
DB00318,Codeine,approved; illicit,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,C18H21NO3,4447447.0,Codeine
DB00319,Piperacillin,approved,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(CC)C(=O)C1=O)C1=CC=CC=C1)C(O)=O,C23H27N5O7S,39798.0,Piperacillin
DB00320,Dihydroergotamine,approved; investigational,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O,C33H37N5O5,10091.0,Dihydroergotamine
DB00321,Amitriptyline,approved,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,C20H23N,2075.0,Amitriptyline
DB00322,Floxuridine,approved,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O,C9H11FN2O5,5586.0,Floxuridine
DB00323,Tolcapone,approved; withdrawn,CC1=CC=C(C=C1)C(=O)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O,C14H11NO5,3848682.0,Tolcapone
DB00324,Fluorometholone,approved; investigational,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,C22H29FO4,9494.0,Fluorometholone
DB00325,Nitroprusside,approved; investigational,O=N[Fe--](C#N)(C#N)(C#N)(C#N)C#N,C5FeN6O,21607452.0,Sodium_nitroprusside
DB00326,Calcium glucoheptonate,approved,[Ca++].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)C([O-])=O,C14H26CaO16,56591.0,Calcium_glucoheptonate
DB00327,Hydromorphone,approved; illicit,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O,C17H19NO3,4447624.0,Hydromorphone
DB00328,Indomethacin,approved; investigational,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O,C19H16ClNO4,3584.0,Indometacin
DB00330,Ethambutol,approved,CC[C@@H](CO)NCCN[C@@H](CC)CO,C10H24N2O2,13433.0,Ethambutol
DB00331,Metformin,approved,CN(C)C(=N)NC(N)=N,C4H11N5,3949.0,Metformin
DB00332,Ipratropium,approved; experimental,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(CO)C1=CC=CC=C1)[N+]2(C)C(C)C,C20H30NO3,19962157.0,Ipratropium_bromide
DB00333,Methadone,approved,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,C21H27NO,3953.0,Methadone
DB00334,Olanzapine,approved; investigational,CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2,C17H20N4S,10442212.0,Olanzapine
DB00335,Atenolol,approved,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,C14H22N2O3,2162.0,Atenolol
DB00336,Nitrofural,approved; investigational; vet_approved,NC(=O)N\N=C\C1=CC=C(O1)[N+]([O-])=O,C6H6N4O4,4566720.0,Nitrofurazone
DB00337,Pimecrolimus,approved; investigational,[H][C@]1(CC[C@H](Cl)[C@@H](C1)OC)\C=C(/C)[C@@]1([H])OC(=O)[C@]2([H])CCCCN2C(=O)C(=O)[C@]2(O)O[C@@]([H])([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC)C(=O)C[C@H](O)[C@H]1C)OC,C43H68ClNO11,21111755.0,Pimecrolimus
DB00338,Omeprazole,approved; investigational; vet_approved,COC1=CC2=C(C=C1)N=C(N2)S(=O)CC1=NC=C(C)C(OC)=C1C,C17H19N3O3S,4433.0,Omeprazole
DB00339,Pyrazinamide,approved; investigational,NC(=O)C1=NC=CN=C1,C5H5N3O,1017.0,Pyrazinamide
DB00340,Metixene,approved,CN1CCCC(CC2C3=CC=CC=C3SC3=CC=CC=C23)C1,C20H23NS,4023.0,Metixene
DB00341,Cetirizine,approved,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,C21H25ClN2O3,2577.0,Cetirizine
DB00342,Terfenadine,approved; withdrawn,CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,C32H41NO2,5212.0,Terfenadine
DB00343,Diltiazem,approved; investigational,COC1=CC=C(C=C1)[C@@H]1SC2=C(C=CC=C2)N(CCN(C)C)C(=O)[C@@H]1OC(C)=O,C22H26N2O4S,35850.0,Diltiazem
DB00344,Protriptyline,approved,CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12,C19H21N,4805.0,Protriptyline
DB00345,Aminohippuric acid,approved; investigational,NC1=CC=C(C=C1)C(=O)NCC(O)=O,C9H10N2O3,2063.0,Aminohippuric_acid
DB00346,Alfuzosin,approved; investigational,COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N(C)CCCNC(=O)C1CCCO1,C19H27N5O4,2008.0,Alfuzosin
DB00347,Trimethadione,approved,CN1C(=O)OC(C)(C)C1=O,C6H9NO3,5374.0,Trimethadione
DB00348,Nitisinone,approved; investigational,[O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1C(=O)CCCC1=O,C14H10F3NO5,103195.0,Nitisinone
DB00349,Clobazam,approved; illicit,CN1C2=C(C=C(Cl)C=C2)N(C2=CC=CC=C2)C(=O)CC1=O,C16H13ClN2O2,2687.0,Clobazam
DB00350,Minoxidil,approved; investigational,NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1,C9H15N5O,10438564.0,Minoxidil
DB00351,Megestrol acetate,approved; investigational; vet_approved,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C,C24H32O4,11192.0,Megestrol
DB00352,Tioguanine,approved,NC1=NC(=S)C2=C(N1)N=CN2,C5H5N5S,2005804.0,Tioguanine
DB00353,Methylergometrine,approved,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](CC)CO,C20H25N3O2,7933.0,Methylergometrine
DB00354,Buclizine,approved,CC(C)(C)C1=CC=C(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)C=C1,C28H33ClN2,6473.0,Buclizine
DB00355,Aztreonam,approved,C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(=O)O)\C2=CSC([NH3+])=N2)C(=O)N1S([O-])(=O)=O,C13H17N5O8S2,4674940.0,Aztreonam
DB00356,Chlorzoxazone,approved,ClC1=CC2=C(OC(=O)N2)C=C1,C7H4ClNO2,2632.0,Chlorzoxazone
DB00357,Aminoglutethimide,approved; investigational,CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1,C13H16N2O2,2060.0,Aminoglutethimide
DB00358,Mefloquine,approved; investigational,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,C17H16F6N2O,3906.0,Mefloquine
DB00359,Sulfadiazine,approved; investigational; vet_approved,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1,C10H10N4O2S,5026.0,Sulfadiazine
DB00360,Sapropterin,approved; investigational,[H][C@@]1(CNC2=C(N1)C(=O)NC(N)=N2)[C@@H](O)[C@H](C)O,C9H15N5O3,40270.0,Tetrahydrobiopterin
DB00361,Vinorelbine,approved; investigational,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC,C45H54N4O8,4470974.0,Vinorelbine
DB00362,Anidulafungin,approved; investigational,[H][C@]1(NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)[C@H](C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C1=O)NC(=O)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(OCCCCC)C=C1)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@@H](C)O,C58H73N7O17,145752.0,Anidulafungin
DB00363,Clozapine,approved,CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12,C18H19ClN4,10442628.0,Clozapine
DB00364,Sucralfate,approved,O.O[Al](O)O.O[Al](O)OS(=O)(=O)OC[C@H]1O[C@@](COS(=O)(=O)O[Al](O)O)(O[C@H]2O[C@H](COS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@H]2OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O,C12H35Al9O55S8,32701653.0,Sucralfate
DB00365,Grepafloxacin,approved; investigational; withdrawn,CC1CN(CCN1)C1=C(F)C(C)=C2C(=O)C(=CN(C3CC3)C2=C1)C(O)=O,C19H22FN3O3,65391.0,Grepafloxacin
DB00366,Doxylamine,approved; vet_approved,CN(C)CCOC(C)(C1=CC=CC=C1)C1=CC=CC=N1,C17H22N2O,3050.0,Doxylamine
DB00367,Levonorgestrel,approved; investigational,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],C21H28O2,12560.0,Levonorgestrel
DB00368,Norepinephrine,approved,NC[C@H](O)C1=CC(O)=C(O)C=C1,C8H11NO3,388394.0,Norepinephrine
DB00369,Cidofovir,approved,NC1=NC(=O)N(C[C@@H](CO)OCP(O)(O)=O)C=C1,C8H14N3O6P,54636.0,Cidofovir
DB00370,Mirtazapine,approved,CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1,C17H19N3,4060.0,Mirtazapine
DB00371,Meprobamate,approved; illicit,CCCC(C)(COC(N)=O)COC(N)=O,C9H18N2O4,3924.0,Meprobamate
DB00372,Thiethylperazine,approved; withdrawn,CCSC1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1,C22H29N3S2,5245.0,Thiethylperazine
DB00373,Timolol,approved,[H][C@](O)(CNC(C)(C)C)COC1=NSN=C1N1CCOCC1,C13H24N4O3S,31013.0,Timolol
DB00374,Treprostinil,approved; investigational,[H][C@]12C[C@@H](O)[C@H](CC[C@@H](O)CCCCC)[C@@]1([H])CC1=C(C2)C(OCC(O)=O)=CC=C1,C23H34O5,5293353.0,Treprostinil
DB00375,Colestipol,approved,,,56550.0,Colestipol
DB00376,Trihexyphenidyl,approved,OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1,C20H31NO,5371.0,Trihexyphenidyl
DB00377,Palonosetron,approved; investigational,[H][C@]12CCCC3=C1C(=CC=C3)C(=O)N(C2)[C@@H]1CN2CCC1CC2,C19H24N2O,4892289.0,Palonosetron
DB00378,Dydrogesterone,approved; investigational; withdrawn,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C,C21H28O2,8699.0,Dydrogesterone
DB00379,Mexiletine,approved; investigational,CC(N)COC1=C(C)C=CC=C1C,C11H17NO,4034.0,Mexiletine
DB00380,Dexrazoxane,approved; withdrawn,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,C11H16N4O4,64479.0,Dexrazoxane
DB00381,Amlodipine,approved,CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC,C20H25ClN2O5,2077.0,Amlodipine
DB00382,Tacrine,approved; investigational; withdrawn,NC1=C2CCCCC2=NC2=CC=CC=C12,C13H14N2,1859.0,Tacrine
DB00383,Oxyphencyclimine,approved,CN1CCCN=C1COC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,C20H28N2O3,4481.0,Oxyphencyclimine
DB00384,Triamterene,approved,NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1,C12H11N7,5345.0,Triamterene
DB00385,Valrubicin,approved,[H][C@@]1(C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(OC)C=CC=C1C3=O)C(=O)COC(=O)CCCC)O[C@H]1C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O1,C34H36F3NO13,399974.0,Valrubicin
DB00387,Procyclidine,approved,OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1,C19H29NO,4750.0,Procyclidine
DB00388,Phenylephrine,approved,CNC[C@H](O)C1=CC(O)=CC=C1,C9H13NO2,5818.0,Phenylephrine
DB00389,Carbimazole,approved; investigational,CCOC(=O)N1C=CN(C)C1=S,C7H10N2O2S,28829.0,Carbimazole
DB00390,Digoxin,approved,[H][C@]12CC[C@]3([H])[C@]([H])(C[C@@H](O)[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1,C41H64O14,2006532.0,Digoxin
DB00391,Sulpiride,approved; investigational,CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O,C15H23N3O4S,5162.0,Sulpiride
DB00392,Profenamine,approved,CCN(CC)C(C)CN1C2=CC=CC=C2SC2=CC=CC=C12,C19H24N2S,3174.0,Profenamine
DB00393,Nimodipine,approved; investigational,COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C,C21H26N2O7,4341.0,Nimodipine
DB00394,Beclomethasone dipropionate,approved; investigational,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,C28H37ClO7,20396.0,Beclometasone
